feat_list,hyper_param,fold,avg,std
1,15,13,316.4902216396668,284.3894327632538
1,15,15,313.9821254181346,287.9426789964022
1,15,17,302.6965665095536,298.1886280627609
1,15,19,301.747088112643,299.301847406581
1,15,21,294.4963803725589,307.258925390472
1,16,3,386.33006897144907,217.1775317302777
1,16,5,374.057377412351,205.91250395271382
1,16,7,333.2994585628311,279.8587873550569
1,16,9,340.6956069994069,254.7597595724388
1,16,11,328.1194274263648,271.7286076571378
1,16,13,317.4732380816571,283.1203393040984
1,16,15,313.94978162203665,286.80102478187075
1,16,17,302.8667479215423,298.2445775272335
1,16,19,301.10568030651166,298.4096364619004
1,16,21,293.15169413911906,306.28420232692423
1,17,3,387.49766828628026,219.44607891327826
1,17,5,376.79492389205944,206.37683024435705
1,17,7,334.2632526341054,281.4256618555097
1,17,9,342.849495320748,259.25743212983963
1,17,11,329.04754338007297,274.6710644408646
1,17,13,319.30532666950944,287.52396426133356
1,17,15,315.5654411032312,290.65204390813176
1,17,17,304.79265052089147,302.83951920271306
1,17,19,303.348512603094,302.9253916873241
1,17,21,296.21355091875347,310.0550423161025
1,18,3,389.9456698330019,220.16100843236995
1,18,5,378.64313053903805,206.35392297279122
1,18,7,336.80158735999566,282.29713550654617
1,18,9,344.75592290359674,259.1934768116945
1,18,11,332.20762461063816,275.29502398329464
1,18,13,322.4853135756266,288.67524495136036
1,18,15,318.57769199417896,291.8423587696631
1,18,17,307.1199329569938,304.5602424242852
1,18,19,306.2656424994589,304.3403447590829
1,18,21,298.8555817882148,311.57449274230856
1,19,3,390.6945822103091,221.2949951151591
1,19,5,381.82202056326935,208.15300094228417
1,19,7,338.8067811179274,281.73658604137916
1,19,9,348.1342901971805,259.322456853905
1,19,11,332.80248240245567,275.42675818159165
1,19,13,321.83029690745855,289.7163063347548
1,19,15,320.06400394847583,293.19450035754176
1,19,17,308.7929693486998,305.3068411084241
1,19,19,307.42542778949286,305.3004716372669
1,19,21,300.6678163579639,313.4536704680915
1,20,3,390.70972149497675,222.5688597964771
1,20,5,383.4845993430605,209.17439832844502
1,20,7,339.72165474189205,282.7885299371599
1,20,9,350.8172460851109,260.07050818990075
1,20,11,334.9591144640415,277.27476573052473
1,20,13,324.2674146275336,290.2248938975691
1,20,15,320.5799258747866,293.4511980050804
1,20,17,309.56995403839295,306.5407308080862
1,20,19,307.96385347484755,306.8263506102543
1,20,21,300.8474935368776,313.88509225626655
2,1,3,365.1512240051611,154.15908199637312
2,1,5,343.5634313215938,197.78186282835824
2,1,7,325.9204541479193,223.1861403349704
2,1,9,319.6067560952387,232.25156232519174
2,1,11,314.05986390409123,246.82447210975417
2,1,13,303.22946291544673,255.57096437608465
2,1,15,303.090586105544,259.192159608489
2,1,17,294.27317203538723,267.05788431937435
2,1,19,289.8216034628164,270.2206921771819
2,1,21,289.427902023657,271.6729691072521
2,2,3,374.8546636622693,184.1696634736972
2,2,5,307.28794306673655,147.34885001834053
2,2,7,307.1763850284964,234.6882145408007
2,2,9,290.1108858033507,179.72935557401627
2,2,11,278.9917719404316,193.42735025283775
2,2,13,273.4994626155888,202.99078036310172
2,2,15,274.10502202592517,204.4591745632241
2,2,17,265.9422349743118,214.72155656526564
2,2,19,263.73776493104816,216.99134655812452
2,2,21,259.26080663317214,222.80708032002082
2,3,3,347.551534149904,176.6195406424992
2,3,5,314.32214247594754,163.7157116808021
2,3,7,304.4819250214901,264.51872582446623
2,3,9,289.98997514639365,203.3963166237779
2,3,11,276.8048802228547,217.37911799132104
2,3,13,269.83404973894613,227.48927514887615
2,3,15,269.91947389873604,229.60437462833988
2,3,17,264.304118991624,238.27215827665552
2,3,19,256.4729798437015,243.2256057708044
2,3,21,254.1783256520514,248.53518615120953
2,4,3,349.9723036447129,182.33925501248197
2,4,5,333.3762641551715,185.07730422969942
2,4,7,313.3232930677918,277.77748063499934
2,4,9,301.5601834383833,226.4270890783279
2,4,11,287.9754016669985,241.32355697068505
2,4,13,281.2855533883392,251.51052635964265
2,4,15,277.8981703418487,255.26654899849157
2,4,17,267.8441984813529,265.47344365155016
2,4,19,259.1708721059024,270.15229423285575
2,4,21,258.2784611167611,274.75642648789983
2,5,3,346.6045161356528,195.50599235592048
2,5,5,320.8070477512854,182.26307419446988
2,5,7,303.6985617988868,262.56267504324677
2,5,9,306.9560719764425,240.38918753769562
2,5,11,294.844703587109,255.74033967484092
2,5,13,289.028157240394,263.4611971366853
2,5,15,285.10494429182575,267.75698542408577
2,5,17,272.0223719249434,279.9836229738686
2,5,19,267.66406364259655,282.614824927883
2,5,21,263.2514101671218,288.31115505360543
2,6,3,354.0472205064916,204.44712849585525
2,6,5,326.2851709434573,185.08801923987505
2,6,7,306.5200789679406,261.6011097280669
2,6,9,307.4781455923022,230.19599498839398
2,6,11,290.34819060503537,247.8434465403665
2,6,13,284.70643149728886,255.83473292043942
2,6,15,280.7467370898255,260.01002394364355
2,6,17,270.40460581779934,271.40676875940005
2,6,19,265.82240716373224,274.73470715411247
2,6,21,261.8283836569282,279.91876804632705
2,7,3,355.77626067582463,207.32779383738858
2,7,5,334.1152100173558,193.93713708795718
2,7,7,305.2557583392717,267.14224364780097
2,7,9,305.4889206846302,233.53349527889517
2,7,11,291.6043099760181,249.36602172236732
2,7,13,284.8022025057779,256.5826172319904
2,7,15,281.79898682903973,260.8655604975405
2,7,17,269.293943421105,272.89956780072646
2,7,19,268.11403864840895,273.79992889672906
2,7,21,261.29592569839815,280.7881986955899
2,8,3,359.61761141178937,211.40816045718046
2,8,5,336.22410467327313,195.68309936899584
2,8,7,307.66539548550605,267.43361444856436
2,8,9,311.4390694514453,239.22280911874637
2,8,11,297.7405892739428,254.50374754600756
2,8,13,291.46664947864895,262.3634660246961
2,8,15,286.95922766234384,267.12052076022167
2,8,17,272.24536432070755,280.63029214606416
2,8,19,269.9868998241364,281.62702272809673
2,8,21,264.2090834827255,288.44451505359973
2,9,3,361.0925781913549,212.08461367285065
2,9,5,341.5777610625849,199.1907165461847
2,9,7,307.17315431146426,273.61073896483686
2,9,9,310.8186319058806,244.06396557080132
2,9,11,298.52279900000525,258.62702937526365
2,9,13,288.5954393049365,265.74466355073463
2,9,15,286.59706765007587,271.54682274324824
2,9,17,273.15965613278667,284.1838043608231
2,9,19,272.92670661500733,284.4874065461665
2,9,21,264.5703537484272,292.35789766944
2,10,3,359.67871036877756,211.5098486441463
2,10,5,345.2732264508926,202.98748848684295
2,10,7,308.27140795485644,278.2184546734128
2,10,9,311.9916961379072,250.8229391793926
2,10,11,299.8232260978454,262.16108643854704
2,10,13,289.92539848297116,275.1898269507121
2,10,15,285.0791372845834,279.13952138586154
2,10,17,272.0231930917605,291.00669301435
2,10,19,271.18148674303,292.0964332892654
2,10,21,263.14285747629606,299.764700906557
2,11,3,361.79757795237975,213.38844374643907
2,11,5,345.8619127914332,204.84059088685666
2,11,7,308.42105478853335,280.58973202120126
2,11,9,315.5340375961291,254.66650266801895
2,11,11,302.5714892481345,267.5276970188026
2,11,13,291.0596183336489,278.8169842371087
2,11,15,289.5450104290503,282.90748399806625
2,11,17,276.9708841570747,294.47402280237185
2,11,19,273.59157283815284,297.0401814195794
2,11,21,265.72764470434424,304.7250242288147
2,12,3,362.84920690451605,214.31495868754956
2,12,5,349.8170646486075,208.50740010163523
2,12,7,309.15843181385134,281.8054122547242
2,12,9,313.83656732939016,258.16716134546783
2,12,11,303.58125924805336,268.9134779560965
2,12,13,292.6544337350209,282.7270160630858
2,12,15,290.8319573257331,286.25292435340765
2,12,17,277.43534069529255,297.9777706465639
2,12,19,274.1898911584195,300.5081082875756
2,12,21,265.86082749328875,308.4025596730352
2,13,3,366.4099080823312,218.1007315688851
2,13,5,347.2683489785724,208.54353784666426
2,13,7,310.616696767227,284.55783793356983
2,13,9,316.69460667067773,259.10309679721854
2,13,11,304.77068099023364,272.07289727571305
2,13,13,295.2457392079026,283.94905733824544
2,13,15,292.2804307050062,287.97946948903984
2,13,17,279.2930699450401,299.1749057916996
2,13,19,275.0703127534842,302.13360629794533
2,13,21,267.1251047162706,309.7637310390193
2,14,3,369.41531511715056,218.1952989941983
2,14,5,350.4966893831776,210.0502490441755
2,14,7,311.30767517074116,282.7444753610239
2,14,9,319.34795650322343,261.3354842289032
2,14,11,306.60207295995303,270.56395074564887
2,14,13,294.5293373510847,287.2287686445215
2,14,15,291.1188398974253,291.1601757291107
2,14,17,279.95768090881234,301.9199051622142
2,14,19,276.3940085739176,304.8516548998222
2,14,21,268.3204179964549,312.3620871531334
2,15,3,371.67462495920535,219.63538532616724
2,15,5,352.6002555490271,212.67001638490825
2,15,7,313.23806864653164,282.49370947790743
2,15,9,321.3019942169353,259.2892027463353
2,15,11,309.2784488416741,272.1162009675425
2,15,13,296.5409166768649,284.7348508330629
2,15,15,294.1715023096741,289.402728563453
2,15,17,280.1587784995998,301.36863801533815
2,15,19,277.9320298953573,303.656411418045
2,15,21,269.48732024956485,311.2755608473548
2,16,3,371.89559007847555,220.4781084765742
2,16,5,356.6659576374365,215.40761556956724
2,16,7,313.59667125368384,283.5578483339339
2,16,9,322.27223987183754,260.1468071961708
2,16,11,310.68542775835664,273.684947889434
2,16,13,298.35279609774966,285.9933037359065
2,16,15,295.4889689870693,289.7461825518351
2,16,17,281.5133541955943,301.9845454500848
2,16,19,278.67171146536333,304.31438851295894
2,16,21,270.03438978122307,312.14070348186266
2,17,3,373.001839829705,223.26418727088748
2,17,5,360.25515703094686,217.81086409401337
2,17,7,314.74390884874316,285.2944749122753
2,17,9,322.4467067640893,261.5914392955316
2,17,11,311.6726740489606,277.551776060819
2,17,13,299.0590502868944,287.35306279731816
2,17,15,296.5617035022315,291.18118160143433
2,17,17,281.9495652880891,303.58138663673947
2,17,19,279.1754084011265,305.7818423206205
2,17,21,271.2644086674576,313.30391188125935
2,18,3,373.6310622798285,225.12074776622157
2,18,5,362.9092659724772,218.52978839336643
2,18,7,316.98635198376087,287.738075763288
2,18,9,323.55650338636895,263.9841833964279
2,18,11,313.99406037377855,281.1573101490802
2,18,13,301.61603767697636,289.2832876795295
2,18,15,297.3680853834304,293.4370552934076
2,18,17,285.2206193184179,305.5735500751996
2,18,19,281.11934500442885,307.4134825717489
2,18,21,274.12412537051813,315.5775796161334
2,19,3,374.4076164681647,224.0278773578548
2,19,5,365.4575273513844,220.17593071561348
2,19,7,317.5385606844849,291.5509758826798
2,19,9,325.45014358886556,266.9450049073218
2,19,11,315.29065962770346,282.8009220955355
2,19,13,303.2042514759014,292.4441941655105
2,19,15,299.0866760073481,296.3836497197763
2,19,17,285.02866722257806,308.59607008523824
2,19,19,282.0920666560233,310.34223959124654
2,19,21,275.0407703961502,318.2159768001994
2,20,3,376.1222648481437,225.78427054662882
2,20,5,367.9298105274924,220.97556243759252
2,20,7,319.408678412969,291.39346579398534
2,20,9,328.564625649464,269.5432854317757
2,20,11,315.9321572594044,285.9276306867541
2,20,13,304.0926962899703,295.48999399197965
2,20,15,301.5359551600437,299.45090523398903
2,20,17,286.92086416329994,311.97961544030466
2,20,19,284.85418483024307,313.65499960041996
2,20,21,277.2455160574879,321.36576262124674
3,1,3,582.0904144488287,122.22971879205679
3,1,5,534.5685736187779,160.938172756281
3,1,7,493.8611117735212,255.0008326262141
3,1,9,555.7561653642662,237.94566401559064
3,1,11,520.1075586738586,280.02492245639684
3,1,13,508.4187060227835,300.7215070012602
3,1,15,500.72682899913815,304.73661002651465
3,1,17,480.91506013548883,340.5443183714181
3,1,19,488.6058629529672,317.2914736376443
3,1,21,497.7307984438131,335.77508438446284
3,2,3,539.1335607291396,155.97714367261884
3,2,5,521.2602787232728,178.49848165609342
3,2,7,468.3992013181137,254.36434272423037
3,2,9,521.5846304240198,223.7165504048484
3,2,11,486.5505307746556,272.34680095283676
3,2,13,456.68285141419915,293.54258792566503
3,2,15,467.7401899019364,292.5293404865483
3,2,17,448.5533023159489,322.27849052618154
3,2,19,445.24169350235616,315.5667475636528
3,2,21,452.3628505448148,325.1483012933421
3,3,3,496.72978140850313,183.02006687742744
3,3,5,489.8210458755326,191.0839987394105
3,3,7,463.3786878557348,257.5877159165411
3,3,9,476.52645528837115,237.40437876243192
3,3,11,450.7362058240055,278.02010130774164
3,3,13,440.7364112747533,287.4273723954075
3,3,15,436.9624802470796,294.71654877150394
3,3,17,415.90355637485374,322.12981636880687
3,3,19,419.97848981064317,318.59564206548913
3,3,21,418.0852550544515,324.6696261919077
3,4,3,485.04739917076586,192.40118232504565
3,4,5,471.284397230319,182.86823036253185
3,4,7,438.37506783367826,272.26595288674156
3,4,9,452.81076696860816,256.24680194706053
