feat_list,hyper_param,fold,avg,std
1,17,11,309.1621665578179,273.67362057437305
1,17,13,298.9928980758033,287.23349818714667
1,17,15,295.0388664739147,291.7563843390751
1,17,17,285.60156106841805,300.66727446478006
1,17,19,282.67685465711224,302.8876222398886
1,17,21,275.705037254166,309.5933943425887
1,18,3,370.57652983952426,224.24218178524674
1,18,5,356.97251575614854,213.27465563261222
1,18,7,314.2748367368552,283.3762423678985
1,18,9,325.0063967601393,262.6915901458401
1,18,11,311.9624951372414,274.6790481196636
1,18,13,299.78678233946533,289.6587876126506
1,18,15,296.582217945633,293.9054345543207
1,18,17,286.0841324012444,303.6782811772082
1,18,19,282.41223220819387,305.7039876751089
1,18,21,275.3793515529582,312.3541190743455
1,19,3,372.1696265394623,226.20303980357738
1,19,5,360.66139594678236,215.40440572950016
1,19,7,313.2178062376397,285.0664737498897
1,19,9,324.87031739837425,262.34656875593197
1,19,11,311.28557129054167,277.31256345718054
1,19,13,300.49330672546887,288.9918596053394
1,19,15,296.7285864056994,293.4562811598477
1,19,17,288.07981946688096,302.66414636402016
1,19,19,284.1943172959719,304.91213109156706
1,19,21,277.055235629518,311.67956228341603
1,20,3,374.39225985138665,226.14341155448878
1,20,5,361.7240135329611,216.1631967633711
1,20,7,315.32525462647163,285.89442571593645
1,20,9,325.55345422337075,263.52409703989844
1,20,11,314.23218165459826,280.1635502198016
1,20,13,301.8671291300673,290.031499988745
1,20,15,298.01278842548385,294.35119496552227
1,20,17,288.3477277310848,304.10879697356086
1,20,19,285.68530309181546,305.74494646670036
1,20,21,278.0991896516548,312.55532061022956
2,1,3,579.6427937528574,167.7821649788375
2,1,5,639.507606557234,150.92238434052732
2,1,7,608.3113381785337,254.06812513943726
2,1,9,604.5147008822805,252.0463749656106
2,1,11,592.4352291893628,284.9126132881573
2,1,13,569.6967292218872,326.4271003146801
2,1,15,554.5989677300654,314.4350851447269
2,1,17,545.2682433342803,331.53885663212884
2,1,19,547.1122381053144,329.3547944867106
2,1,21,544.4689802270437,335.2583776574882
2,2,3,516.6689342878913,154.21602290953888
2,2,5,584.113576649775,166.15598926982886
2,2,7,549.2791018717887,253.55368148091986
2,2,9,528.2114481548784,251.16740393839854
2,2,11,521.1867511206016,273.54501369320434
2,2,13,496.86251241342694,296.47814492995695
2,2,15,494.11724447658827,300.1377373640379
2,2,17,474.5618395914171,329.0893971633981
